EST_ID,EST_NAME,ADDRESS,Postcode,Latitude,Longitude,TEL,STATUS,REASON,EST_TYPE,EFF_DATE_FROM,EFF_DATE_TO
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD", HX3 0SD,53.701006,-1.8613385,01422 367140,Closed,BLACK ICE,SCH,13-Jan-10,
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD", HX3 0SD,53.701006,-1.8613385,01422 367140,Closed,Snow,SCH,01-Dec-10,
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD", HX3 0SD,53.701006,-1.8613385,01422 367140,Closed,Snow,SCH,02-Dec-10,
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD", HX3 0SD,53.701006,-1.8613385,01422 367140,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD", HX3 0SD,53.701006,-1.8613385,01422 367140,Closed,Snow,SCH,02-Mar-18,
472,Ash Green Children's Centre,"Sunny Bank Road Site, 1 Sunny Bank Road, Mixenden, Halifax, HX2 8RX", HX2 8RX,53.748751,-1.908827,01422 243941,Closed,Snow,OTH,01-Mar-18,01-Mar-18
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD", HX2 8QD,53.749675,-1.9063229,01422 244613,Closed,Snow,SCH,06-Jan-10,
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD", HX2 8QD,53.749675,-1.9063229,01422 244613,Partly closed,Industrial action,SCH,30-Jun-11,
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD", HX2 8QD,53.749675,-1.9063229,01422 244613,Closed,Industrial Action,SCH,30-Nov-11,
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD", HX2 8QD,53.749675,-1.9063229,01422 244613,Closed,Snow,SCH,01-Mar-18,
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD", HX2 8QD,53.749675,-1.9063229,01422 244613,Closed,Snow,SCH,02-Mar-18,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY", HD6 4DY,53.723267,-1.7762617,01484 713039,Closed,Snow,SCH,06-Jan-10,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY", HD6 4DY,53.723267,-1.7762617,01484 713039,Closed,Snow,SCH,02-Dec-10,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY", HD6 4DY,53.723267,-1.7762617,01484 713039,Closed,Industrial action,SCH,30-Jun-11,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY", HD6 4DY,53.723267,-1.7762617,01484 713039,Closed,Industrial action,SCH,30-Nov-11,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY", HD6 4DY,53.723267,-1.7762617,01484 713039,Closed,Snow,SCH,01-Mar-18,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY", HD6 4DY,53.723267,-1.7762617,01484 713039,Closed,Snow,SCH,02-Mar-18,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Snow,SCH,11-Jan-10,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Partly closed,Snow,SCH,01-Dec-10,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Industrial Action,SCH,30-Nov-11,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Snow,SCH,21-Jan-13,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Snow,SCH,21-Jan-15,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Snow,SCH,29-Jan-15,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Snow,SCH,01-Mar-18,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD", HX4 0BD,53.676334,-1.9221985,01422 823324,Closed,Snow,SCH,02-Mar-18,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,06-Jan-10,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,07-Jan-10,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,02-Dec-10,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Strike Action,SCH,30-Jun-11,30-Jun-11
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,21-Jan-13,21-Jan-13
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,28-Feb-18,28-Feb-18
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,01-Mar-18,01-Mar-18
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN", HX1 5TN,53.72654,-1.8688781,01422 345004,Closed,Snow,SCH,02-Mar-18,02-Mar-18
37,Bolton Brow Primary Academy,"Bolton Brow, Sowerby Bridge, HX6 2BA", HX6 2BA,53.7119,-1.8983161,01422 831031,Closed,Snow,SCH,05-Jan-10,
37,Bolton Brow Primary Academy,"Bolton Brow, Sowerby Bridge, HX6 2BA", HX6 2BA,53.7119,-1.8983161,01422 831031,Closed,Snow,SCH,06-Jan-10,
37,Bolton Brow Primary Academy,"Bolton Brow, Sowerby Bridge, HX6 2BA", HX6 2BA,53.7119,-1.8983161,01422 831031,Closed,Snow,SCH,07-Jan-10,
37,Bolton Brow Primary Academy,"Bolton Brow, Sowerby Bridge, HX6 2BA", HX6 2BA,53.7119,-1.8983161,01422 831031,Closed,Strike action,SCH,30-Nov-11,30-Nov-11
37,Bolton Brow Primary Academy,"Bolton Brow, Sowerby Bridge, HX6 2BA", HX6 2BA,53.7119,-1.8983161,01422 831031,Closed,Snow,SCH,01-Mar-18,01-Mar-18
464,Boothtown Children's Centre,"Rawson J, I & N School, Rawson Street North, Boothtown, Halifax, HX3 6PU", HX3 6PU,53.73497,-1.8674422,01422 395501,Closed,Snow,OTH,02-Dec-10,
464,Boothtown Children's Centre,"Rawson J, I & N School, Rawson Street North, Boothtown, Halifax, HX3 6PU", HX3 6PU,53.73497,-1.8674422,01422 395501,Closed,Snow,OTH,22-Mar-13,23-Mar-13
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Heating/plumbing problems,SCH,11-Jan-10,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Snow,SCH,02-Dec-10,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Snow,SCH,21-Jan-13,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,No school meals,SCH,21-Jan-15,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Snow,SCH,29-Jan-15,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Snow,SCH,04-Mar-16,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,"Thick ice in the playground, preventing our dinners arriving.",SCH,15-Dec-17,18-Dec-17
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Snow,SCH,01-Mar-18,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU", HX4 9HU,53.67031,-1.8851872,01422 374863,Closed,Snow,SCH,02-Mar-18,
3,Bradshaw Primary School,"Ingham Lane, Bradshaw, Halifax, HX2 9PF", HX2 9PF,53.766806,-1.885926,01422 244283,Closed,Industrial Action,SCH,30-Jun-11,
3,Bradshaw Primary School,"Ingham Lane, Bradshaw, Halifax, HX2 9PF", HX2 9PF,53.766806,-1.885926,01422 244283,Closed,Strike Action,SCH,30-Nov-11,
3,Bradshaw Primary School,"Ingham Lane, Bradshaw, Halifax, HX2 9PF", HX2 9PF,53.766806,-1.885926,01422 244283,Partly closed,NUT strike action,SCH,05-Jul-16,05-Jul-16
3,Bradshaw Primary School,"Ingham Lane, Bradshaw, Halifax, HX2 9PF", HX2 9PF,53.766806,-1.885926,01422 244283,Closed,Snow,SCH,02-Mar-18,02-Mar-18
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,Snow,SCH,05-Jan-10,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Partly closed,treacherous conditions around site,SCH,08-Jan-10,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,Snow,SCH,01-Dec-10,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,Snow,SCH,02-Dec-10,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,industrial action by NUT and ATL,SCH,30-Jun-11,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,Industrial Action,SCH,30-Nov-11,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,teachers' strike,SCH,01-Oct-13,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Partly closed,Strike by NUT members,SCH,26-Mar-14,26-Mar-14
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,Snow,SCH,01-Mar-18,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY", HD6 2NY,53.713334,-1.7962535,01484 710408,Closed,Snow,SCH,02-Mar-18,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Flood,SCH,18-Nov-09,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Icy Conditions Underfoot and Buses Cancelled,SCH,13-Jan-10,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,01-Dec-10,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,02-Dec-10,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Industrial Action,SCH,30-Jun-11,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Strike Action By Staff Members,SCH,30-Nov-11,30-Nov-11
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Partly closed,Black Ice on paths and roads,SCH,14-Dec-12,14-Dec-12
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,21-Jan-13,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,NUT/NASUWT Teachers Strike Day ,SCH,01-Oct-13,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,NUT Strike Action,SCH,26-Mar-14,26-Mar-14
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,21-Jan-15,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,04-Mar-16,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Heating/plumbing problems,SCH,06-Nov-17,06-Nov-17
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,01-Mar-18,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE", HX7 5DE,53.732238,-1.9853958,01422 883034,Closed,Snow,SCH,02-Mar-18,02-Mar-18
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Flood,SCH,18-Nov-09,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,05-Jan-10,05-Jan-10
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,07-Jan-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,08-Jan-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Severe icy conditions,SCH,13-Jan-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Partly closed,Severe icy conditions ,SCH,14-Jan-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,01-Dec-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,02-Dec-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Industrial Action,SCH,30-Jun-11,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Industrial Action,SCH,30-Nov-11,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,21-Jan-13,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Industrial Action,SCH,01-Oct-13,01-Oct-13
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,29-Jan-15,29-Jan-15
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,04-Mar-16,04-Mar-16
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,28-Feb-18,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,01-Mar-18,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,02-Mar-18,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,05-Jan-10,05-Jan-10
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,06-Jan-10,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,11-Jan-10,11-Jan-10
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,01-Dec-10,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Teachers' Strike Action Day,SCH,30-Jun-11,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,STRIKE ACTION,SCH,30-Nov-11,30-Nov-11
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,21-Jan-13,21-Jan-13
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Strike Action,SCH,01-Oct-13,01-Oct-13
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,21-Jan-15,21-Jan-15
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,04-Mar-16,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,28-Feb-18,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,01-Mar-18,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN", HX7 5QN,53.732622,-1.9753003,01422 883213,Closed,Snow,SCH,02-Mar-18,
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ", HX1 3UZ,53.720021,-1.8744901,01422 357357,Closed,Snow,OTH,21-Jan-13,
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ", HX1 3UZ,53.720021,-1.8744901,01422 357357,Closed,Snow,OTH,22-Mar-13,22-Mar-13
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ", HX1 3UZ,53.720021,-1.8744901,01422 357357,Closed,Snow,OTH,21-Jan-15,
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ", HX1 3UZ,53.720021,-1.8744901,01422 357357,Closed,Snow,OTH,04-Mar-16,
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ", HX1 3UZ,53.720021,-1.8744901,01422 357357,Closed,Snow,OTH,01-Mar-18,
441,Calderdale College,"Francis Street, Halifax, HX1 3UZ", HX1 3UZ,53.720021,-1.8744901,01422 357357,Closed,Snow,OTH,02-Mar-18,
22,Carr Green Primary School,"Carr Green Lane, Rastrick, Brighouse, HD6 3LT", HD6 3LT,53.686447,-1.793915,01484 715969,Closed,Snow,SCH,06-Jan-10,
22,Carr Green Primary School,"Carr Green Lane, Rastrick, Brighouse, HD6 3LT", HD6 3LT,53.686447,-1.793915,01484 715969,Closed,Industrial Action,SCH,30-Nov-11,
22,Carr Green Primary School,"Carr Green Lane, Rastrick, Brighouse, HD6 3LT", HD6 3LT,53.686447,-1.793915,01484 715969,Closed,Snow,SCH,28-Feb-18,28-Feb-18
22,Carr Green Primary School,"Carr Green Lane, Rastrick, Brighouse, HD6 3LT", HD6 3LT,53.686447,-1.793915,01484 715969,Closed,Snow,SCH,01-Mar-18,
22,Carr Green Primary School,"Carr Green Lane, Rastrick, Brighouse, HD6 3LT", HD6 3LT,53.686447,-1.793915,01484 715969,Closed,Snow,SCH,02-Mar-18,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,Snow,SCH,06-Jan-10,06-Jan-10
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,Snow,SCH,13-Jan-10,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,Snow,SCH,02-Dec-10,02-Dec-10
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Partly closed,Industrial action,SCH,30-Jun-11,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,strike,SCH,30-Nov-11,30-Nov-11
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,Union strike,SCH,01-Oct-13,01-Oct-13
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,NUT Strike,SCH,26-Mar-14,26-Mar-14
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,Snow,SCH,21-Jan-15,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,NUT strike,SCH,05-Jul-16,06-Jul-16
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ", OL14 5SQ,53.716841,-2.0808014,01706 813163,Closed,Snow,SCH,27-Feb-18,27-Feb-18
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Partly closed,Strike Action,SCH,30-Jun-11,30-Jun-11
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Strike Action,SCH,30-Nov-11,30-Nov-11
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Flood,SCH,25-Jun-12,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Partly closed,Flood,SCH,26-Jun-12,20-Jul-12
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Partly closed,Industrial Action,SCH,01-Oct-13,01-Oct-13
